race_index,year,F2_champion,Former_F1_World_Champion,Nationality,home_race,constructorId,engine_manufacturer,constructor_nationality,starting_grid_position,points_in_previous_race,fastest_lap_from_last_race,laps_in_previous_race,race_win,constructorId_points_at_stage_of_season,driver_points_at_stage_of_season
1,1995,0,0,Finnish,0,1,Mercedes,British,7,,,,0,4.0,3.0
1,1995,0,0,British,0,1,Mercedes,British,9,,,,0,4.0,1.0
1,1995,0,1,British,0,3,Renault,British,1,,,,0,6.0,0.0
1,1995,0,0,British,0,3,Renault,British,3,,,,0,6.0,6.0
1,1995,0,0,Austrian,0,6,Ferrari,Italian,5,,,,0,6.0,4.0
1,1995,0,0,French,0,6,Ferrari,Italian,6,,,,0,6.0,2.0
1,1995,0,0,German,0,15,Ford,Swiss,14,,,,0,0.0,0.0
1,1995,0,0,Austrian,0,15,Ford,Swiss,19,,,,0,0.0,0.0
1,1995,0,0,British,0,17,Peugeot,Irish,8,,,,0,0.0,0.0
1,1995,0,0,Brazilian,1,17,Peugeot,Irish,16,,,,0,0.0,0.0
1,1995,0,0,Italian,0,18,Ford,Italian,17,,,,0,0.0,0.0
1,1995,0,0,Italian,0,18,Ford,Italian,18,,,,0,0.0,0.0
1,1995,0,1,German,0,22,Renault,Italian,2,,,,1,10.0,10.0
1,1995,0,0,British,0,22,Renault,Italian,4,,,,0,10.0,0.0
1,1995,0,0,Japanese,0,25,Yamaha,British,11,,,,0,0.0,0.0
1,1995,0,0,Finnish,0,25,Yamaha,British,12,,,,0,0.0,0.0
1,1995,0,0,French,0,27,Mugen-Honda,French,10,,,,0,0.0,0.0
1,1995,0,0,Japanese,0,27,Mugen-Honda,French,15,,,,0,0.0,0.0
1,1995,0,0,Brazilian,1,28,Ford,Italian,23,,,,0,0.0,0.0
1,1995,0,0,Brazilian,1,28,Ford,Italian,25,,,,0,0.0,0.0
1,1995,0,0,Italian,0,29,Hart,British,13,,,,0,0.0,0.0
1,1995,0,0,Japanese,0,29,Hart,British,21,,,,0,0.0,0.0
1,1995,0,0,Belgian,0,30,Renault,British,20,,,,0,0.0,0.0
1,1995,0,0,Italian,0,30,Renault,British,22,,,,0,0.0,0.0
1,1995,0,0,Italian,0,31,Ford,British,26,,,,0,0.0,0.0
1,1995,0,0,Dutch,0,31,Ford,British,24,,,,0,0.0,0.0
2,1995,0,0,British,0,1,Mercedes,British,17,1.0,83003,70.0,0,4.0,1.0
2,1995,0,0,Finnish,0,1,Mercedes,British,5,3.0,Not Found,70.0,0,4.0,3.0
2,1995,0,0,British,0,3,Renault,British,1,6.0,82005,71.0,0,16.0,6.0
2,1995,0,1,British,0,3,Renault,British,2,0.0,81000,30.0,1,16.0,10.0
2,1995,0,0,French,0,6,Ferrari,Italian,6,2.0,83002,70.0,0,13.0,8.0
2,1995,0,0,Austrian,0,6,Ferrari,Italian,8,4.0,83007,70.0,0,13.0,5.0
2,1995,0,0,Austrian,0,15,Ford,Swiss,21,0.0,84004,41.0,0,2.0,0.0
2,1995,0,0,German,0,15,Ford,Swiss,9,0.0,84001,10.0,0,2.0,2.0
2,1995,0,0,Brazilian,0,17,Peugeot,Irish,10,0.0,83003,16.0,0,0.0,0.0
2,1995,0,0,British,0,17,Peugeot,Irish,4,0.0,83004,15.0,0,0.0,0.0
2,1995,0,0,Italian,0,18,Ford,Italian,13,0.0,86003,47.0,0,0.0,0.0
2,1995,0,0,Italian,0,18,Ford,Italian,16,0.0,Not Found,0.0,0,0.0,0.0
2,1995,0,1,German,0,22,Renault,Italian,3,10.0,81009,71.0,0,17.0,14.0
2,1995,0,0,British,0,22,Renault,Italian,11,0.0,83000,30.0,0,17.0,3.0
2,1995,0,0,Finnish,0,25,Yamaha,British,7,0.0,83000,69.0,0,0.0,0.0
2,1995,0,0,Japanese,0,25,Yamaha,British,15,0.0,84007,15.0,0,0.0,0.0
2,1995,0,0,Japanese,0,27,Mugen-Honda,French,19,0.0,83000,69.0,0,0.0,0.0
2,1995,0,0,French,0,27,Mugen-Honda,French,18,0.0,Not Found,0.0,0,0.0,0.0
2,1995,0,0,Brazilian,0,28,Ford,Italian,25,0.0,89008,64.0,0,0.0,0.0
2,1995,0,0,Brazilian,0,28,Ford,Italian,24,0.0,88008,47.0,0,0.0,0.0
2,1995,0,0,Japanese,0,29,Hart,British,26,0.0,86005,48.0,0,0.0,0.0
2,1995,0,0,Italian,0,29,Hart,British,12,0.0,83008,62.0,0,0.0,0.0
2,1995,0,0,Belgian,0,30,Renault,British,23,0.0,87008,23.0,0,0.0,0.0
2,1995,0,0,Italian,0,30,Renault,British,22,0.0,87004,65.0,0,0.0,0.0
2,1995,0,0,Dutch,0,31,Ford,British,14,0.0,86000,16.0,0,0.0,0.0
2,1995,0,0,Italian,0,31,Ford,British,20,0.0,88005,12.0,0,0.0,0.0
3,1995,0,0,Finnish,0,1,Mercedes,British,6,0.0,Not Found,0.0,0,6.0,5.0
3,1995,0,0,British,0,1,Mercedes,British,9,,,,0,6.0,0.0
3,1995,0,1,British,0,3,Renault,British,4,10.0,91003,72.0,1,29.0,20.0
3,1995,0,0,British,0,3,Renault,British,3,0.0,92001,16.0,0,29.0,9.0
3,1995,0,0,French,0,6,Ferrari,Italian,5,6.0,91005,72.0,0,23.0,14.0
3,1995,0,0,Austrian,0,6,Ferrari,Italian,2,1.0,92009,70.0,0,23.0,9.0
3,1995,0,0,Austrian,0,15,Ford,Swiss,21,0.0,Not Found,0.0,0,3.0,0.0
3,1995,0,0,German,0,15,Ford,Swiss,14,2.0,94003,70.0,0,3.0,3.0
3,1995,0,0,Brazilian,0,17,Peugeot,Irish,10,0.0,94008,33.0,0,0.0,0.0
3,1995,0,0,British,0,17,Peugeot,Irish,7,0.0,95001,6.0,0,0.0,0.0
3,1995,0,0,Italian,0,18,Ford,Italian,20,0.0,Not Found,0.0,0,0.0,0.0
3,1995,0,0,Italian,0,18,Ford,Italian,18,0.0,96008,44.0,0,0.0,0.0
3,1995,0,1,German,0,22,Renault,Italian,1,4.0,91005,72.0,0,17.0,14.0
3,1995,0,0,British,0,22,Renault,Italian,8,3.0,93001,71.0,0,17.0,3.0
3,1995,0,0,Finnish,0,25,Yamaha,British,13,0.0,94006,48.0,0,0.0,0.0
3,1995,0,0,Japanese,0,25,Yamaha,British,15,0.0,94001,69.0,0,0.0,0.0
3,1995,0,0,French,0,27,Mugen-Honda,French,12,0.0,94000,70.0,0,0.0,0.0
3,1995,0,0,Japanese,0,27,Mugen-Honda,French,16,0.0,94000,47.0,0,0.0,0.0
3,1995,0,0,Brazilian,0,28,Ford,Italian,25,0.0,101007,63.0,0,0.0,0.0
3,1995,0,0,Brazilian,0,28,Ford,Italian,26,0.0,101007,63.0,0,0.0,0.0
3,1995,0,0,Japanese,0,29,Hart,British,19,0.0,95003,40.0,0,0.0,0.0
3,1995,0,0,Italian,0,29,Hart,British,11,0.0,94004,43.0,0,0.0,0.0
3,1995,0,0,Belgian,0,30,Renault,British,22,0.0,Not Found,0.0,0,0.0,0.0
3,1995,0,0,Italian,0,30,Renault,British,24,0.0,Not Found,1.0,0,0.0,0.0
3,1995,0,0,Italian,0,31,Ford,British,23,0.0,96009,68.0,0,0.0,0.0
3,1995,0,0,Dutch,0,31,Ford,British,17,0.0,95004,23.0,0,0.0,0.0
4,1995,0,0,British,0,1,Mercedes,British,10,0.0,91003,61.0,0,6.0,0.0
4,1995,0,0,Finnish,0,1,Mercedes,British,9,2.0,Not Found,62.0,0,6.0,5.0
4,1995,0,0,British,0,3,Renault,British,4,3.0,90000,63.0,0,32.0,9.0
4,1995,0,1,British,0,3,Renault,British,5,10.0,90007,63.0,0,32.0,23.0
4,1995,0,0,French,0,6,Ferrari,Italian,2,6.0,90000,63.0,0,27.0,14.0
4,1995,0,0,Austrian,0,6,Ferrari,Italian,3,4.0,90006,63.0,0,27.0,13.0
4,1995,0,0,German,0,15,Ford,Swiss,12,1.0,92008,62.0,0,3.0,3.0
4,1995,0,0,Austrian,0,15,Ford,Swiss,20,0.0,94006,43.0,0,3.0,0.0
4,1995,0,0,British,0,17,Peugeot,Irish,6,0.0,91009,61.0,0,2.0,2.0
4,1995,0,0,Brazilian,0,17,Peugeot,Irish,8,0.0,94005,31.0,0,2.0,0.0
4,1995,0,0,Italian,0,18,Ford,Italian,21,0.0,94008,59.0,0,0.0,0.0
4,1995,0,0,Italian,0,18,Ford,Italian,19,0.0,93005,59.0,0,0.0,0.0
4,1995,0,0,British,0,22,Renault,Italian,7,0.0,90001,61.0,0,33.0,9.0
4,1995,0,1,German,0,22,Renault,Italian,1,0.0,106007,10.0,1,33.0,24.0
4,1995,0,0,Japanese,0,25,Yamaha,British,17,0.0,97002,23.0,0,0.0,0.0
4,1995,0,0,Finnish,0,25,Yamaha,British,13,0.0,100008,19.0,0,0.0,0.0
4,1995,0,0,French,0,27,Mugen-Honda,French,15,0.0,91001,61.0,0,1.0,1.0
4,1995,0,0,British,0,27,Mugen-Honda,French,11,,,,0,1.0,0.0
4,1995,0,0,Brazilian,0,28,Ford,Italian,25,0.0,98005,56.0,0,0.0,0.0
4,1995,0,0,Brazilian,0,28,Ford,Italian,26,0.0,98009,56.0,0,0.0,0.0
4,1995,0,0,Japanese,0,29,Hart,British,18,0.0,120007,12.0,0,0.0,0.0
4,1995,0,0,Italian,0,29,Hart,British,14,0.0,93004,59.0,0,0.0,0.0
4,1995,0,0,Belgian,0,30,Renault,British,24,0.0,96001,36.0,0,0.0,0.0
4,1995,0,0,Italian,0,30,Renault,British,23,0.0,107001,15.0,0,0.0,0.0
4,1995,0,0,Italian,0,31,Ford,British,22,0.0,96005,35.0,0,0.0,0.0
4,1995,0,0,Dutch,0,31,Ford,British,16,0.0,105006,14.0,0,0.0,0.0
5,1995,0,0,Finnish,0,1,Mercedes,British,6,0.0,Not Found,53.0,0,8.0,5.0
5,1995,0,0,British,0,1,Mercedes,British,10,,,,0,8.0,3.0
5,1995,0,0,British,0,3,Renault,British,3,0.0,85004,54.0,0,38.0,9.0
5,1995,0,1,British,0,3,Renault,British,1,3.0,85005,65.0,0,38.0,29.0
5,1995,0,0,French,0,6,Ferrari,Italian,5,0.0,86007,25.0,0,31.0,14.0
5,1995,0,0,Austrian,0,6,Ferrari,Italian,4,4.0,86008,65.0,0,31.0,17.0
5,1995,0,0,French,0,15,Ford,Swiss,19,,,,0,4.0,0.0
5,1995,0,0,German,0,15,Ford,Swiss,14,0.0,87003,64.0,0,4.0,4.0
5,1995,0,0,Brazilian,0,17,Peugeot,Irish,11,0.0,86002,64.0,0,2.0,0.0
5,1995,0,0,British,0,17,Peugeot,Irish,9,2.0,86009,64.0,0,2.0,2.0
5,1995,0,0,Italian,0,18,Ford,Italian,16,0.0,89000,21.0,0,0.0,0.0
5,1995,0,0,Italian,0,18,Ford,Italian,18,0.0,89008,62.0,0,0.0,0.0
5,1995,0,1,German,0,22,Renault,Italian,2,10.0,85008,65.0,1,46.0,34.0
5,1995,0,0,British,0,22,Renault,Italian,7,6.0,86005,65.0,0,46.0,12.0
5,1995,0,0,Japanese,0,25,Yamaha,British,15,0.0,87005,56.0,0,0.0,0.0
5,1995,0,0,Finnish,0,25,Yamaha,British,17,0.0,88008,64.0,0,0.0,0.0
5,1995,0,0,British,0,27,Mugen-Honda,French,8,0.0,87000,64.0,0,1.0,0.0
5,1995,0,0,French,0,27,Mugen-Honda,French,12,1.0,86004,64.0,0,1.0,1.0
5,1995,0,0,Brazilian,0,28,Ford,Italian,24,0.0,92008,39.0,0,0.0,0.0
5,1995,0,0,Brazilian,0,28,Ford,Italian,22,0.0,92004,17.0,0,0.0,0.0
5,1995,0,0,Japanese,0,29,Hart,British,26,0.0,88002,43.0,0,0.0,0.0
5,1995,0,0,Italian,0,29,Hart,British,13,0.0,87003,63.0,0,0.0,0.0
5,1995,0,0,Italian,0,30,Renault,British,25,0.0,Not Found,0.0,0,0.0,0.0
5,1995,0,0,Belgian,0,30,Renault,British,21,0.0,90009,43.0,0,0.0,0.0
5,1995,0,0,Italian,0,31,Ford,British,20,0.0,90007,61.0,0,0.0,0.0
5,1995,0,0,Dutch,0,31,Ford,British,23,0.0,88009,63.0,0,0.0,0.0
6,1995,0,0,British,0,1,Mercedes,British,10,2.0,87007,77.0,0,8.0,3.0
6,1995,0,0,Finnish,0,1,Mercedes,British,7,0.0,Not Found,8.0,0,8.0,5.0
6,1995,0,1,British,0,3,Renault,British,2,6.0,85008,78.0,0,38.0,29.0
6,1995,0,0,British,0,3,Renault,British,3,0.0,86009,16.0,0,38.0,9.0
6,1995,0,0,Austrian,0,6,Ferrari,Italian,4,4.0,85004,78.0,0,41.0,17.0
6,1995,0,0,French,0,6,Ferrari,Italian,5,0.0,85006,41.0,1,41.0,24.0
6,1995,0,0,German,0,15,Ford,Swiss,12,1.0,87007,76.0,0,4.0,4.0
6,1995,0,0,French,0,15,Ford,Swiss,18,0.0,88004,74.0,0,4.0,0.0
6,1995,0,0,Brazilian,0,17,Peugeot,Irish,9,0.0,86003,60.0,0,12.0,6.0
6,1995,0,0,British,0,17,Peugeot,Irish,8,0.0,87009,22.0,0,12.0,6.0
6,1995,0,0,Italian,0,18,Ford,Italian,17,0.0,88008,76.0,0,0.0,0.0
6,1995,0,0,Italian,0,18,Ford,Italian,19,0.0,87004,68.0,0,0.0,0.0
6,1995,0,0,British,0,22,Renault,Italian,6,3.0,87009,77.0,0,48.0,12.0
6,1995,0,1,German,0,22,Renault,Italian,1,10.0,85008,78.0,0,48.0,36.0
6,1995,0,0,Japanese,0,25,Yamaha,British,16,0.0,88006,26.0,0,0.0,0.0
6,1995,0,0,Finnish,0,25,Yamaha,British,15,0.0,88009,63.0,0,0.0,0.0
6,1995,0,0,British,0,27,Mugen-Honda,French,14,0.0,86000,40.0,0,4.0,0.0
6,1995,0,0,French,0,27,Mugen-Honda,French,11,0.0,87008,65.0,0,4.0,4.0
6,1995,0,0,Brazilian,0,28,Ford,Italian,24,0.0,90002,72.0,0,0.0,0.0
6,1995,0,0,Brazilian,0,28,Ford,Italian,23,0.0,91005,9.0,0,0.0,0.0
6,1995,0,0,Italian,0,29,Hart,British,13,0.0,88005,74.0,0,1.0,1.0
6,1995,0,0,Japanese,0,29,Hart,British,22,0.0,90002,27.0,0,1.0,0.0
6,1995,0,0,Belgian,0,30,Renault,British,20,0.0,90004,42.0,0,0.0,0.0
6,1995,0,0,Italian,0,30,Renault,British,21,0.0,90005,23.0,0,0.0,0.0
7,1995,0,0,Finnish,0,1,Mercedes,British,8,0.0,Not Found,0.0,0,8.0,5.0
7,1995,0,0,British,0,1,Mercedes,British,13,0.0,92005,47.0,0,8.0,3.0
7,1995,0,1,British,0,3,Renault,British,1,0.0,91008,50.0,0,48.0,35.0
7,1995,0,0,British,0,3,Renault,British,3,0.0,101009,1.0,0,48.0,13.0
7,1995,0,0,Austrian,0,6,Ferrari,Italian,7,0.0,90005,61.0,0,43.0,17.0
7,1995,0,0,French,1,6,Ferrari,Italian,4,10.0,90004,68.0,0,43.0,26.0
7,1995,0,0,French,1,15,Ford,Swiss,15,0.0,93000,19.0,0,4.0,0.0
7,1995,0,0,German,0,15,Ford,Swiss,12,0.0,91002,26.0,0,4.0,4.0
7,1995,0,0,British,0,17,Peugeot,Irish,11,4.0,91009,68.0,0,13.0,6.0
7,1995,0,0,Brazilian,0,17,Peugeot,Irish,5,6.0,91006,68.0,0,13.0,7.0
7,1995,0,0,Italian,0,18,Ford,Italian,20,0.0,93009,60.0,0,0.0,0.0
7,1995,0,0,Italian,0,18,Ford,Italian,17,0.0,93000,67.0,0,0.0,0.0
7,1995,0,0,British,0,22,Renault,Italian,10,0.0,Not Found,0.0,0,58.0,12.0
7,1995,0,1,German,0,22,Renault,Italian,2,2.0,89002,68.0,1,58.0,46.0
7,1995,0,0,Finnish,0,25,Yamaha,British,14,0.0,92002,67.0,0,0.0,0.0
7,1995,0,0,Japanese,0,25,Yamaha,British,19,0.0,92004,42.0,0,0.0,0.0
7,1995,0,0,British,0,27,Mugen-Honda,French,9,0.0,91005,61.0,0,7.0,3.0
7,1995,0,0,French,1,27,Mugen-Honda,French,6,3.0,92007,68.0,0,7.0,4.0
7,1995,0,0,Brazilian,0,28,Ford,Italian,23,0.0,98001,26.0,0,0.0,0.0
7,1995,0,0,Brazilian,0,28,Ford,Italian,24,0.0,96005,54.0,0,0.0,0.0
7,1995,0,0,Japanese,0,29,Hart,British,18,0.0,93001,66.0,0,1.0,0.0
7,1995,0,0,Italian,0,29,Hart,British,16,1.0,92008,67.0,0,1.0,1.0
7,1995,0,0,Belgian,0,30,Renault,British,22,0.0,94006,36.0,0,0.0,0.0
7,1995,0,0,Italian,0,30,Renault,British,21,0.0,96006,5.0,0,0.0,0.0
8,1995,0,0,Finnish,0,1,Mercedes,British,8,0.0,Not Found,71.0,0,10.0,5.0
8,1995,0,0,British,1,1,Mercedes,British,10,0.0,83007,70.0,0,10.0,5.0
8,1995,0,1,British,1,3,Renault,British,1,6.0,81006,72.0,0,52.0,35.0
8,1995,0,0,British,1,3,Renault,British,3,4.0,81002,72.0,0,52.0,17.0
8,1995,0,0,Austrian,0,6,Ferrari,Italian,4,0.0,82008,70.0,0,49.0,17.0
8,1995,0,0,French,0,6,Ferrari,Italian,6,2.0,81004,72.0,0,49.0,32.0
8,1995,0,0,French,0,15,Ford,Swiss,16,0.0,83009,48.0,0,5.0,0.0
8,1995,0,0,German,0,15,Ford,Swiss,12,0.0,83007,71.0,0,5.0,5.0
8,1995,0,0,British,1,17,Peugeot,Irish,7,0.0,82005,71.0,0,13.0,6.0
8,1995,0,0,Brazilian,0,17,Peugeot,Irish,9,1.0,81005,71.0,0,13.0,7.0
8,1995,0,0,Italian,0,18,Ford,Italian,18,0.0,85005,69.0,0,0.0,0.0
8,1995,0,0,Italian,0,18,Ford,Italian,15,0.0,84004,23.0,0,0.0,0.0
8,1995,0,1,German,0,22,Renault,Italian,2,10.0,80002,72.0,0,68.0,46.0
8,1995,0,0,British,1,22,Renault,Italian,5,0.0,83001,2.0,1,68.0,22.0
8,1995,0,0,Japanese,0,25,Yamaha,British,14,0.0,Not Found,0.0,0,0.0,0.0
8,1995,0,0,Finnish,0,25,Yamaha,British,23,0.0,84007,69.0,0,0.0,0.0
8,1995,0,0,British,1,27,Mugen-Honda,French,11,3.0,81000,72.0,0,10.0,3.0
8,1995,0,0,French,0,27,Mugen-Honda,French,13,0.0,81004,71.0,0,10.0,7.0
8,1995,0,0,Brazilian,0,28,Ford,Italian,20,0.0,Not Found,0.0,0,0.0,0.0
8,1995,0,0,Brazilian,0,28,Ford,Italian,22,0.0,87007,66.0,0,0.0,0.0
8,1995,0,0,Italian,0,29,Hart,British,17,,,,0,1.0,0.0
8,1995,0,0,Japanese,0,29,Hart,British,19,0.0,Not Found,0.0,0,1.0,0.0
8,1995,0,0,Italian,0,30,Renault,British,24,0.0,85008,62.0,0,0.0,0.0
8,1995,0,0,Belgian,0,30,Renault,British,21,0.0,86002,24.0,0,0.0,0.0
9,1995,0,0,British,0,1,Mercedes,British,8,2.0,92007,61.0,0,10.0,5.0
9,1995,0,0,Finnish,0,1,Mercedes,British,7,0.0,Not Found,20.0,0,10.0,5.0
9,1995,0,1,British,0,3,Renault,British,1,0.0,90008,45.0,0,58.0,35.0
9,1995,0,0,British,0,3,Renault,British,3,4.0,91008,61.0,0,58.0,23.0
9,1995,0,0,French,0,6,Ferrari,Italian,10,6.0,91008,61.0,0,53.0,32.0
9,1995,0,0,Austrian,0,6,Ferrari,Italian,4,0.0,91004,20.0,0,53.0,21.0
9,1995,0,0,French,0,15,Ford,Swiss,14,0.0,93006,60.0,0,7.0,2.0
9,1995,0,0,German,1,15,Ford,Swiss,11,1.0,93000,60.0,0,7.0,5.0
9,1995,0,0,Brazilian,0,17,Peugeot,Irish,5,0.0,91008,59.0,0,13.0,7.0
9,1995,0,0,British,0,17,Peugeot,Irish,6,0.0,104000,2.0,0,13.0,6.0
9,1995,0,0,Italian,0,18,Ford,Italian,20,0.0,94008,60.0,0,0.0,0.0
9,1995,0,0,Italian,0,18,Ford,Italian,16,0.0,94006,60.0,0,0.0,0.0
9,1995,0,0,British,0,22,Renault,Italian,9,10.0,91001,61.0,0,81.0,25.0
9,1995,0,1,German,1,22,Renault,Italian,2,0.0,90003,45.0,1,81.0,56.0
9,1995,0,0,Finnish,0,25,Yamaha,British,13,0.0,93001,60.0,0,0.0,0.0
9,1995,0,0,Japanese,0,25,Yamaha,British,17,0.0,93002,22.0,0,0.0,0.0
9,1995,0,0,French,0,27,Mugen-Honda,French,12,3.0,91004,61.0,0,11.0,7.0
9,1995,0,0,Japanese,0,27,Mugen-Honda,French,18,,,,0,11.0,1.0
9,1995,0,0,Brazilian,0,28,Ford,Italian,21,0.0,98009,13.0,0,0.0,0.0
9,1995,0,0,Brazilian,0,28,Ford,Italian,22,0.0,98007,48.0,0,0.0,0.0
9,1995,0,0,Japanese,0,29,Hart,British,19,0.0,95000,16.0,0,1.0,0.0
9,1995,0,0,Italian,0,29,Hart,British,15,0.0,95006,28.0,0,1.0,0.0
9,1995,0,0,Italian,0,30,Renault,British,24,,,,0,0.0,0.0
9,1995,0,0,Italian,0,30,Renault,British,23,0.0,96004,21.0,0,0.0,0.0
10,1995,0,0,Finnish,0,1,Mercedes,British,5,0.0,Not Found,33.0,0,10.0,5.0
10,1995,0,0,British,0,1,Mercedes,British,13,0.0,111008,17.0,0,10.0,5.0
10,1995,0,1,British,0,3,Renault,British,1,0.0,114000,1.0,1,74.0,45.0
10,1995,0,0,British,0,3,Renault,British,2,6.0,110007,45.0,0,74.0,29.0
10,1995,0,0,French,0,6,Ferrari,Italian,6,0.0,111007,12.0,0,57.0,32.0
10,1995,0,0,Austrian,0,6,Ferrari,Italian,4,4.0,110009,45.0,0,57.0,25.0
10,1995,0,0,German,0,15,Ford,Swiss,11,0.0,111004,32.0,0,9.0,7.0
10,1995,0,0,French,0,15,Ford,Swiss,19,2.0,112000,44.0,0,9.0,2.0
10,1995,0,0,British,0,17,Peugeot,Irish,7,0.0,111006,41.0,0,13.0,6.0
10,1995,0,0,Brazilian,0,17,Peugeot,Irish,14,0.0,110009,20.0,0,13.0,7.0
10,1995,0,0,Italian,0,18,Ford,Italian,12,0.0,113009,28.0,0,0.0,0.0
10,1995,0,0,Portuguese,0,18,Ford,Italian,15,,,,0,0.0,0.0
10,1995,0,0,British,0,22,Renault,Italian,9,3.0,111009,45.0,0,84.0,28.0
10,1995,0,1,German,0,22,Renault,Italian,3,10.0,109008,45.0,0,84.0,56.0
10,1995,0,0,Finnish,0,25,Yamaha,British,16,0.0,Not Found,0.0,0,0.0,0.0
10,1995,0,0,Japanese,0,25,Yamaha,British,17,0.0,113008,44.0,0,0.0,0.0
10,1995,0,0,British,0,27,Mugen-Honda,French,8,,,,0,12.0,3.0
10,1995,0,0,French,0,27,Mugen-Honda,French,10,0.0,111007,13.0,0,12.0,8.0
10,1995,0,0,Brazilian,0,28,Ford,Italian,21,0.0,116000,27.0,0,0.0,0.0
10,1995,0,0,Brazilian,0,28,Ford,Italian,23,0.0,122002,8.0,0,0.0,0.0
10,1995,0,0,Japanese,0,29,Hart,British,18,0.0,114005,9.0,0,1.0,0.0
10,1995,0,0,Italian,0,29,Hart,British,20,0.0,Not Found,0.0,0,1.0,0.0
10,1995,0,0,Italian,0,30,Renault,British,24,0.0,119008,27.0,0,0.0,0.0
10,1995,0,0,Italian,0,30,Renault,British,22,0.0,114003,42.0,0,0.0,0.0
11,1995,0,0,Finnish,0,1,Mercedes,British,3,0.0,Not Found,3.0,0,12.0,5.0
11,1995,0,0,British,0,1,Mercedes,British,6,0.0,82002,54.0,0,12.0,7.0
11,1995,0,0,British,0,3,Renault,British,5,6.0,81001,77.0,0,80.0,29.0
11,1995,0,1,British,0,3,Renault,British,8,10.0,80002,77.0,0,80.0,51.0
11,1995,0,0,Austrian,0,6,Ferrari,Italian,1,4.0,81004,76.0,0,57.0,25.0
11,1995,0,0,French,0,6,Ferrari,Italian,2,0.0,82003,42.0,0,57.0,32.0
11,1995,0,0,French,0,15,Ford,Swiss,14,0.0,83004,74.0,0,12.0,2.0
11,1995,0,0,German,0,15,Ford,Swiss,10,2.0,83001,76.0,0,12.0,10.0
11,1995,0,0,British,0,17,Peugeot,Irish,7,0.0,82002,70.0,0,14.0,6.0
11,1995,0,0,Brazilian,0,17,Peugeot,Irish,12,0.0,83007,76.0,0,14.0,8.0
11,1995,0,0,Italian,0,18,Ford,Italian,19,0.0,84006,75.0,0,0.0,0.0
11,1995,0,0,Portuguese,0,18,Ford,Italian,17,0.0,84003,74.0,0,0.0,0.0
11,1995,0,0,British,0,22,Renault,Italian,4,3.0,83006,76.0,0,94.0,28.0
11,1995,0,1,German,0,22,Renault,Italian,16,0.0,81005,73.0,1,94.0,66.0
11,1995,0,0,Japanese,0,25,Yamaha,British,15,0.0,84000,46.0,0,0.0,0.0
11,1995,0,0,Finnish,0,25,Yamaha,British,11,0.0,84006,58.0,0,0.0,0.0
11,1995,0,0,French,0,27,Mugen-Honda,French,9,1.0,81003,76.0,0,16.0,8.0
11,1995,0,0,British,0,27,Mugen-Honda,French,13,0.0,82000,67.0,0,16.0,7.0
11,1995,0,0,Brazilian,0,28,Ford,Italian,22,0.0,87006,8.0,0,0.0,0.0
11,1995,0,0,Brazilian,0,28,Ford,Italian,24,0.0,87009,32.0,0,0.0,0.0
11,1995,0,0,Italian,0,29,Hart,British,20,0.0,86007,45.0,0,1.0,0.0
11,1995,0,0,Japanese,0,29,Hart,British,18,0.0,85008,13.0,0,1.0,0.0
11,1995,0,0,Italian,0,30,Renault,British,23,0.0,88009,5.0,0,0.0,0.0
11,1995,0,0,Italian,0,30,Renault,British,21,0.0,86001,73.0,0,0.0,0.0
12,1995,0,0,British,0,1,Mercedes,British,9,2.0,116000,44.0,0,21.0,10.0
12,1995,0,0,Finnish,0,1,Mercedes,British,7,0.0,Not Found,1.0,0,21.0,11.0
12,1995,0,0,British,0,3,Renault,British,1,0.0,113004,13.0,0,80.0,29.0
12,1995,0,1,British,0,3,Renault,British,4,6.0,114005,44.0,0,80.0,51.0
12,1995,0,0,French,0,6,Ferrari,Italian,5,0.0,117009,4.0,0,57.0,32.0
12,1995,0,0,Austrian,0,6,Ferrari,Italian,3,0.0,115005,22.0,0,57.0,25.0
12,1995,0,0,French,0,15,Ford,Swiss,14,0.0,118009,43.0,0,17.0,3.0
12,1995,0,0,German,0,15,Ford,Swiss,10,3.0,116003,44.0,0,17.0,14.0
12,1995,0,0,British,0,17,Peugeot,Irish,12,0.0,116006,21.0,0,14.0,6.0
12,1995,0,0,Brazilian,0,17,Peugeot,Irish,6,1.0,117000,44.0,0,14.0,8.0
12,1995,0,0,Portuguese,0,18,Ford,Italian,19,0.0,118003,44.0,0,0.0,0.0
12,1995,0,0,Italian,1,18,Ford,Italian,18,0.0,118004,23.0,0,0.0,0.0
12,1995,0,0,British,0,22,Renault,Italian,8,0.0,116006,44.0,1,104.0,38.0
12,1995,0,1,German,0,22,Renault,Italian,2,10.0,114006,44.0,0,104.0,66.0
12,1995,0,0,Finnish,0,25,Yamaha,British,16,0.0,117004,44.0,0,2.0,2.0
12,1995,0,0,Japanese,0,25,Yamaha,British,17,0.0,117002,28.0,0,2.0,0.0
12,1995,0,0,British,0,27,Mugen-Honda,French,11,4.0,117005,44.0,0,16.0,7.0
12,1995,0,0,French,0,27,Mugen-Honda,French,13,0.0,117007,44.0,0,16.0,8.0
12,1995,0,0,Brazilian,0,28,Ford,Italian,22,0.0,123006,42.0,0,0.0,0.0
12,1995,0,0,Brazilian,0,28,Ford,Italian,23,0.0,123005,42.0,0,0.0,0.0
